race_id,horse_number,race,horse,jockey,frame_number,style,odds,popularity,finish_rank,time_index,note,position_1,position_2,position_3,position_4,weight,weight_delta,impost,last_3_furlongs,finish_time,race_date,course_id,num_horses,race_number,weather_name,weather_id,track_condition_name,track_condition_id,style_name,time_index_average_0,time_index_average_1,time_index_average_2,time_index_average_3,time_index_average_4,jockey_place_rate_5,jockey_place_rate_6,jockey_place_rate_7,jockey_place_rate_8,jockey_place_rate_9,conditional_place_rate_10
230101C01,1,230101C01,2019104863,5615,1,3,8.4,4,4,1,,7,4,4,4,405,23,54,41.7,01:28.1,2023/1/1,501,8,1,晴,1,重,3,差し,,,,,,0.3,0.25,0.233,0.225,0.2,0.324
230101C01,2,230101C01,2009105463,a022d,2,4,319.4,8,6,-19,,6,7,7,6,438,-1,56,41.1,01:29.8,2023/1/1,501,8,1,晴,1,重,3,追込,-26,-24.5,-19.333,-17.5,-21.8,0,0,0,0.05,0.08,0.164
230101C01,3,230101C01,2019100160,5299,3,3,1.8,1,1,31,,1,1,1,1,531,47,56,40.1,01:25.6,2023/1/1,501,8,1,晴,1,重,3,差し,,,,,,0.4,0.5,0.567,0.55,0.52,0.431
230101C01,4,230101C01,2019110030,5610,4,3,38.1,6,3,15,,3,3,3,3,451,-7,55,40.7,0:01:27,2023/1/1,501,8,1,晴,1,重,3,差し,-13,-5,-12,,,0.3,0.4,0.367,0.325,0.36,0.417
230101C01,5,230101C01,2019103820,a0258,5,1,3.9,3,8,-47,,4,5,6,8,474,-10,56,44.5,01:32.1,2023/1/1,501,8,1,晴,1,重,3,逃げ,0,7,23.667,,,0.3,0.35,0.4,0.4,0.4,0.385
230101C01,6,230101C01,2019105926,5481,6,4,236.7,7,7,-22,,8,8,8,7,380,-5,54,41.2,0:01:30,2023/1/1,501,8,1,晴,1,重,3,追込,-36,-37.5,-36,-27,-26.2,0.4,0.3,0.233,0.275,0.36,0.217
230101C01,7,230101C01,2016110051,a03e2,7,3,3.4,2,2,22,,2,2,2,2,524,0,56,40.4,01:26.4,2023/1/1,501,8,1,晴,1,重,3,差し,-23,-9,-6,1.75,4.8,0.4,0.35,0.4,0.375,0.42,0.394
230101C01,8,230101C01,2019107073,5564,8,3,37.7,5,5,-5,,5,6,5,5,452,3,56,41.6,01:28.6,2023/1/1,501,8,1,晴,1,重,3,差し,1,0,-1.667,0.5,1.2,0.1,0.15,0.1,0.125,0.14,0.448
230101C09,1,230101C09,2017101941,5299,1,3,4.7,2,3,43,,7,7,6,6,520,2,56,39.2,01:31.4,2023/1/1,502,8,9,晴,1,重,3,差し,47,45.5,43,36.25,36.8,0.4,0.55,0.567,0.6,0.56,0.436
230101C09,2,230101C09,2018102438,a00ab,2,3,127.9,7,8,19,,4,3,4,7,518,-8,56,41.8,01:33.5,2023/1/1,502,8,9,晴,1,重,3,差し,29,12.5,12.667,5,6.4,0.3,0.25,0.2,0.15,0.16,0.438
230101C09,3,230101C09,2017109094,5074,3,3,82,6,6,39,,5,5,7,5,439,-7,54,39.7,01:31.7,2023/1/1,502,8,9,晴,1,重,3,差し,24,18.5,23.667,26.25,25.8,0.5,0.3,0.333,0.425,0.4,0.377
230101C09,4,230101C09,2018102737,5496,4,3,19.5,4,5,41,,6,6,5,4,465,-5,56,39.6,01:31.6,2023/1/1,502,8,9,晴,1,重,3,差し,32,37.5,36.333,35,36.6,0.3,0.35,0.3,0.325,0.28,0.364
230101C09,5,230101C09,2015101519,5536,5,3,5,3,4,42,,3,4,3,3,505,5,56,39.9,01:31.5,2023/1/1,502,8,9,晴,1,重,3,差し,74,58.5,56.333,59.75,59.6,0.3,0.35,0.367,0.3,0.34,0.381
230101C09,6,230101C09,2016103087,a01bb,6,4,134,8,7,30,,8,8,8,8,483,1,56,39.8,01:32.5,2023/1/1,502,8,9,晴,1,重,3,追込,27,25,28.333,26.5,28.4,0.3,0.3,0.3,0.25,0.2,0.15
230101C09,7,230101C09,2015104412,a0258,7,3,34,5,2,43,,2,2,2,2,543,4,56,39.9,01:31.4,2023/1/1,502,8,9,晴,1,重,3,差し,42,37,39.667,36.75,37.6,0.2,0.25,0.333,0.4,0.4,0.442
230101C09,8,230101C09,2017101365,5640,8,2,1.3,1,1,49,,1,1,1,1,513,1,56,39.6,01:30.8,2023/1/1,502,8,9,晴,1,重,3,先行,50,55,51.333,50.5,49,0.8,0.75,0.7,0.75,0.76,0.717
230101C10,1,230101C10,2016101704,a03e2,1,3,5.5,3,1,53,,1,1,1,1,492,-14,56,39.9,01:30.5,2023/1/1,502,8,10,晴,1,重,3,差し,-9,15,15.667,17.75,25.4,0.5,0.35,0.367,0.4,0.38,0.436
230101C10,2,230101C10,2018100625,5615,2,3,14.7,4,2,46,,6,6,5,2,468,-5,56,39.7,01:31.1,2023/1/1,502,8,10,晴,1,重,3,差し,31,32.5,30.667,32.25,32.2,0.2,0.2,0.2,0.175,0.2,0.438
230101C10,3,230101C10,2016106492,a0256,3,2,30.8,8,6,25,,2,2,2,4,485,-3,56,42.2,0:01:33,2023/1/1,502,8,10,晴,1,重,3,先行,16,12.5,19.667,16.5,17.6,0.2,0.2,0.133,0.125,0.12,0.4
230101C10,4,230101C10,2014101513,a0258,4,4,21.1,6,4,39,,7,7,7,5,488,-2,54,40,01:31.7,2023/1/1,502,8,10,晴,1,重,3,追込,29,23,26.667,27.25,29.2,0.3,0.3,0.367,0.425,0.42,0.203
230101C10,5,230101C10,2018102066,5481,5,3,1.6,1,3,46,,4,4,3,3,488,-2,56,40,01:31.1,2023/1/1,502,8,10,晴,1,重,3,差し,53,46,45.333,45.5,46.8,0.4,0.3,0.267,0.275,0.34,0.381
230101C10,6,230101C10,2016103710,5496,6,3,20.2,5,5,37,,8,8,8,7,467,-8,54,39.7,01:31.9,2023/1/1,502,8,10,晴,1,重,3,差し,20,26,27,29.75,31.4,0.2,0.35,0.3,0.325,0.28,0.377
230101C10,7,230101C10,2019103281,5299,7,3,4.6,2,8,18,,5,5,6,6,488,-2,56,42.2,01:33.6,2023/1/1,502,8,10,晴,1,重,3,差し,25,28.5,34.333,37.75,39.6,0.4,0.55,0.567,0.6,0.56,0.442
230101C10,8,230101C10,2013100918,a01ad,8,4,28.4,7,7,18,,3,3,4,8,509,1,56,42.2,01:33.6,2023/1/1,502,8,10,晴,1,重,3,追込,28,29.5,30,27.75,28.4,0,0.1,0.233,0.25,0.26,0.193
230102K08,1,230102K08,2018101645,5524,1,2,1.5,1,3,59,,1,1,1,1,505,-3,56,41,01:45.9,2023/1/2,903,8,8,曇,2,良,1,先行,64,60.5,60.333,62,59.2,0.3,0.4,0.433,0.375,0.36,0.667
230102K08,2,230102K08,2018101499,5365,2,4,35,7,4,50,,8,8,8,7,503,-6,54,40.5,01:46.8,2023/1/2,903,8,8,曇,2,良,1,追込,49,44,48,49.5,50.4,0.4,0.25,0.267,0.275,0.32,0
230102K08,3,230102K08,2019106631,5455,3,3,12.4,5,2,60,,2,2,1,1,496,2,56,40.8,01:45.8,2023/1/2,903,8,8,曇,2,良,1,差し,56,47,36.333,30.5,24.2,0.4,0.25,0.2,0.225,0.24,0.6
230102K08,4,230102K08,2019100921,5488,4,3,34.8,6,6,48,,5,5,6,5,456,-8,54,41.1,0:01:47,2023/1/2,903,8,8,曇,2,良,1,差し,38,40.5,40.667,42.25,42.8,0.4,0.35,0.3,0.35,0.36,0
230102K08,5,230102K08,2019101672,5590,5,4,62,8,8,45,,5,6,5,5,494,3,56,41.4,01:47.3,2023/1/2,903,8,8,曇,2,良,1,追込,49,35,32,30.25,31,0.3,0.3,0.267,0.2,0.2,0.125
230102K08,6,230102K08,2017104585,5230,6,3,7,3,7,47,,7,7,6,7,529,4,56,41.2,01:47.1,2023/1/2,903,8,8,曇,2,良,1,差し,59,52,48,49,51.4,0.3,0.3,0.367,0.325,0.32,0.333
230102K08,7,230102K08,2017105950,5380,7,3,8.8,4,5,48,,3,3,4,4,443,2,54,41.4,0:01:47,2023/1/2,903,8,8,曇,2,良,1,差し,40,43,47.333,49,48.2,0.7,0.6,0.533,0.525,0.52,0.5
230102K08,8,230102K08,2019102494,5404,8,2,5.3,2,1,60,,4,4,3,3,480,-1,56,40.2,01:45.8,2023/1/2,903,8,8,曇,2,良,1,先行,47,52,49,,,0.6,0.55,0.5,0.475,0.46,1
230102K12,1,230102K12,2019100316,5365,1,1,1.1,1,1,70,,1,1,1,1,527,6,56,39.8,01:37.6,2023/1/2,902,8,12,曇,2,良,1,逃げ,72,68.5,66,63.25,57.4,0.2,0.25,0.267,0.275,0.3,1
230102K12,2,230102K12,2018106853,5562,2,4,37.8,7,7,53,,5,4,4,4,459,3,56,40.7,01:39.2,2023/1/2,902,8,12,曇,2,良,1,追込,59,61,59.667,52.75,51.6,0.3,0.15,0.133,0.15,0.18,0
230102K12,3,230102K12,2018100602,a0105,3,4,137.6,8,8,52,,6,7,7,7,489,7,56,40.4,01:39.3,2023/1/2,902,8,12,曇,2,良,1,追込,25,30,32,35.25,37.2,0.1,0.2,0.167,0.125,0.14,0
230102K12,4,230102K12,2019100905,5404,4,3,10.9,2,6,53,,3,3,2,3,469,6,56,41.1,01:39.2,2023/1/2,902,8,12,曇,2,良,1,差し,54,45,47.667,43.5,43.8,0.4,0.55,0.467,0.475,0.46,0.615
230102K12,5,230102K12,2017102620,5380,5,3,20.4,5,3,58,,4,5,5,5,451,5,54,40,01:38.7,2023/1/2,902,8,12,曇,2,良,1,差し,27,42,38.333,42,43.4,0.4,0.55,0.5,0.5,0.52,0.6
230102K12,6,230102K12,2019101506,5630,6,2,34.4,6,2,60,,2,2,3,2,441,-5,52,40.5,01:38.5,2023/1/2,902,8,12,曇,2,良,1,先行,32,44.5,47,43.5,,0.2,0.2,0.167,0.2,0.22,1
230102K12,7,230102K12,2015105848,5647,7,4,10.9,3,4,55,,8,8,8,8,450,0,55,39.8,0:01:39,2023/1/2,902,8,12,曇,2,良,1,追込,48,42.5,49,47.25,46.8,0.3,0.25,0.167,0.225,0.22,0.25
230102K12,8,230102K12,2019101172,5524,8,3,14.8,4,5,53,,7,6,6,6,447,2,54,40.3,01:39.2,2023/1/2,902,8,12,曇,2,良,1,差し,6,29.5,37,34.75,33,0.2,0.35,0.467,0.375,0.38,0.429
230103G02,1,230103G02,2018103817,5654,1,4,11.6,4,2,31,,3,4,4,2,489,17,53,39.3,01:26.3,2023/1/3,601,8,2,晴,1,重,3,追込,10,6.5,4.667,4.75,9.8,0.8,0.6,0.467,0.425,0.4,0.257
230103G02,2,230103G02,2018106719,5656,2,3,38.4,5,5,2,,6,6,6,5,446,4,52,40.8,01:28.7,2023/1/3,601,8,2,晴,1,重,3,差し,10,19,12.333,5.5,3.8,0.2,0.2,0.167,0.15,0.18,0.4
230103G02,3,230103G02,2018101738,5609,3,4,43.5,6,6,1,,7,7,7,6,459,10,56,40.9,01:28.8,2023/1/3,601,8,2,晴,1,重,3,追込,9,11.5,-0.667,0,-1.6,0.3,0.4,0.433,0.425,0.42,0.243
230103G02,4,230103G02,2018100091,5645,4,4,69,8,8,-22,,8,8,8,8,445,2,56,40.9,01:30.7,2023/1/3,601,8,2,晴,1,重,3,追込,-7,-3.5,2,2.75,6.4,0.3,0.2,0.167,0.2,0.2,0.219
230103G02,5,230103G02,2019102670,5502,5,4,50.1,7,7,-22,,5,5,5,7,480,5,54,43.3,01:30.7,2023/1/3,601,8,2,晴,1,重,3,追込,13,6.5,,,,0.4,0.3,0.3,0.25,0.26,0.2
230103G02,6,230103G02,2017101023,5147,6,3,10,3,4,9,,1,1,2,3,417,-4,54,41.4,01:28.1,2023/1/3,601,8,2,晴,1,重,3,差し,34,14,7.667,13.5,13.2,0.1,0.1,0.167,0.15,0.14,0.39
230103G02,7,230103G02,2016100135,5534,7,3,1.1,1,1,35,,2,2,1,1,512,-9,56,39.3,0:01:26,2023/1/3,601,8,2,晴,1,重,3,差し,53,47.5,44,45,42.8,0.3,0.4,0.367,0.375,0.38,0.473
230103G02,8,230103G02,2019106467,5587,8,3,7.2,2,3,13,,4,3,3,4,461,3,54,40.8,01:27.8,2023/1/3,601,8,2,晴,1,重,3,差し,25,10,14.333,2,10.2,0.3,0.25,0.2,0.2,0.2,0.416
230103S08,1,230103S08,2016105130,5294,1,3,23.7,8,8,6,,8,8,8,8,447,1,56,41.7,01:48.6,2023/1/3,703,8,8,曇,2,不,4,差し,0,17.5,25,28.25,34,0.5,0.5,0.5,0.425,0.42,0.31
230103S08,2,230103S08,2017104235,5552,2,3,10.4,6,7,7,,4,4,5,7,483,5,56,43.2,01:48.5,2023/1/3,703,8,8,曇,2,不,4,差し,20,32.5,37.333,36.5,36.6,0.3,0.3,0.2,0.225,0.18,0.326
230103S08,3,230103S08,2019101575,5577,3,2,4.4,2,3,18,,6,6,4,4,443,1,56,42,01:47.4,2023/1/3,703,8,8,曇,2,不,4,先行,40,38,37.333,38.25,39.2,0.2,0.2,0.267,0.3,0.26,0.444
230103S08,4,230103S08,2019101124,5463,4,3,5,3,2,32,,1,1,1,1,447,-8,54,41.5,0:01:46,2023/1/3,703,8,8,曇,2,不,4,差し,34,29.5,32.667,31,32.8,0.1,0.25,0.267,0.275,0.3,0.39
230103S08,5,230103S08,2014102888,5542,5,3,8.5,4,5,14,,2,2,3,3,457,-2,56,43.1,01:47.8,2023/1/3,703,8,8,曇,2,不,4,差し,20,27.5,31.333,32.75,28,0.3,0.25,0.2,0.2,0.22,0.417
230103S08,6,230103S08,2012103977,5490,6,3,9.2,5,6,13,,5,5,6,5,446,2,56,42.3,01:47.9,2023/1/3,703,8,8,曇,2,不,4,差し,40,33,31,32.75,32,0.3,0.5,0.5,0.45,0.46,0.302
230103S08,7,230103S08,2019100469,5560,7,3,12.2,7,4,17,,7,7,7,5,510,14,56,41.4,01:47.5,2023/1/3,703,8,8,曇,2,不,4,差し,7,22,30.333,33.5,33.8,0.1,0.2,0.233,0.3,0.24,0.348
230103S08,8,230103S08,2019109107,a01e8,8,3,2.6,1,1,39,,3,3,1,1,468,9,54,40.6,01:45.3,2023/1/3,703,8,8,曇,2,不,4,差し,40,40.5,38.667,36.5,35.6,0.3,0.45,0.4,0.4,0.4,0.475
230104D11,1,230104D11,2016105987,a0395,1,3,37.2,6,6,46,,4,5,5,6,485,-1,56,39.2,01:32.2,2023/1/4,202,8,11,晴,1,良,1,差し,22,31.5,36,37.25,40.6,0.2,0.3,0.3,0.3,0.26,0.442
230104D11,2,230104D11,2016105946,5639,2,4,11.2,5,3,50,,4,4,4,3,487,-3,56,38.9,01:31.8,2023/1/4,202,8,11,晴,1,良,1,追込,64,45.5,44.333,43.75,41.6,0.3,0.4,0.367,0.425,0.42,0.134
230104D11,3,230104D11,2018103636,5616,3,2,8.4,4,5,46,,1,1,1,1,462,-3,52,39.6,01:32.2,2023/1/4,202,8,11,晴,1,良,1,先行,49,48.5,,,,0,0.05,0.133,0.125,0.14,0.415
230104D11,4,230104D11,2016100161,815,4,3,5.5,3,8,44,,1,1,3,4,483,-2,56,39.8,01:32.4,2023/1/4,202,8,11,晴,1,良,1,差し,60,54,56,,,0.2,0.25,0.2,0.175,0.2,0.435
230104D11,5,230104D11,2015100367,5364,5,4,91.8,8,7,45,,8,8,8,8,486,-10,56,38.8,01:32.3,2023/1/4,202,8,11,晴,1,良,1,追込,16,23,28.667,34,,0.2,0.25,0.267,0.25,0.26,0.272
230104D11,6,230104D11,2016103715,5405,6,2,3.7,2,2,56,,3,3,1,2,536,16,56,38.7,01:31.3,2023/1/4,202,8,11,晴,1,良,1,先行,58,45.5,47.333,50.25,51.2,0.2,0.2,0.2,0.175,0.18,0.432
230104D11,7,230104D11,2013101052,5217,7,4,49,7,4,48,,7,7,7,7,488,2,56,38.7,0:01:32,2023/1/4,202,8,11,晴,1,良,1,追込,54,46.5,44.333,41.25,37,0.3,0.45,0.367,0.475,0.52,0.181
230104D11,8,230104D11,2018102862,5328,8,3,1.8,1,1,57,,6,6,6,4,500,0,56,38,01:31.2,2023/1/4,202,8,11,晴,1,良,1,差し,41,42.5,47,49,53.2,0.5,0.45,0.5,0.525,0.52,0.369
230104K09,1,230104K09,2019100163,5630,1,4,29.2,5,1,73,,7,7,7,6,490,7,52,38.8,01:37.3,2023/1/4,902,8,9,晴,1,良,1,追込,62,65.5,60,59.5,54.8,0,0.2,0.2,0.15,0.16,0.4
230104K09,2,230104K09,2014105274,a0247,2,3,19.7,4,7,53,,8,8,7,8,477,-4,56,40.7,01:39.2,2023/1/4,902,8,9,晴,1,良,1,差し,46,50.5,55,55.25,54.4,0.7,0.45,0.333,0.375,0.32,0.462
230104K09,3,230104K09,2018103292,5562,3,4,40.4,6,4,70,,4,4,5,4,488,-10,56,39.7,01:37.6,2023/1/4,902,8,9,晴,1,良,1,追込,45,50.5,47.333,53.25,42.6,0.5,0.35,0.233,0.2,0.2,0
230104K09,4,230104K09,2019105990,5647,4,3,50.3,8,8,52,,4,5,6,7,466,2,55,41.2,01:39.3,2023/1/4,902,8,9,晴,1,良,1,差し,23,33,34.667,39.5,41.8,0.3,0.3,0.267,0.2,0.24,0.615
230104K09,5,230104K09,2019101069,5455,5,2,8,2,2,72,,1,1,1,1,525,-1,56,39.9,01:37.4,2023/1/4,902,8,9,晴,1,良,1,先行,52,49,48.667,47.5,48,0.4,0.5,0.4,0.35,0.3,0.333
230104K09,6,230104K09,2018104188,a0235,6,3,41.1,7,6,55,,2,2,1,5,505,-5,54,41.3,0:01:39,2023/1/4,902,8,9,晴,1,良,1,差し,43,46,49.333,53.75,55.2,0.4,0.35,0.267,0.25,0.2,0.333
230104K09,7,230104K09,2018104583,5365,7,2,1.1,1,3,71,,4,6,1,3,558,7,56,39.6,01:37.5,2023/1/4,902,8,9,晴,1,良,1,先行,81,77.5,73,74,73.2,0.6,0.45,0.4,0.325,0.34,0.5
230104K09,8,230104K09,2019105714,5399,8,2,9.2,3,5,68,,2,3,1,2,496,0,56,40,01:37.7,2023/1/4,902,8,9,晴,1,良,1,先行,41,47.5,51,55.75,57,0.3,0.35,0.267,0.325,0.3,0.25
230105G01,1,230105G01,2016103133,5147,1,4,79.6,8,7,-2,,8,8,8,8,484,-2,56,41.8,01:36.4,2023/1/5,602,8,1,晴,1,稍,2,追込,-15,-31.5,-21.333,-17,-21,0.4,0.2,0.2,0.2,0.2,0.263
230105G01,2,230105G01,2018106565,5601,2,3,3.9,2,5,18,,5,5,4,4,475,14,56,42.1,01:34.6,2023/1/5,602,8,1,晴,1,稍,2,差し,27,22.5,23.667,23,24.2,0.1,0.05,0.1,0.175,0.2,0.431
230105G01,3,230105G01,2019100839,5478,3,2,12.3,3,4,23,,2,2,1,2,458,8,54,42,01:34.2,2023/1/5,602,8,1,晴,1,稍,2,先行,23,0.5,7.667,5.25,,0.6,0.5,0.567,0.5,0.52,0.385
230105G01,4,230105G01,2014103102,5501,4,4,36.6,5,3,24,,7,7,7,5,440,-2,56,40.5,01:34.1,2023/1/5,602,8,1,晴,1,稍,2,追込,18,19,13,18,16.2,0.3,0.25,0.267,0.275,0.26,0.277
230105G01,5,230105G01,2019104519,5534,5,2,19.6,4,6,6,,4,4,6,6,510,-2,54,43.2,01:35.7,2023/1/5,602,8,1,晴,1,稍,2,先行,8,3.5,3,6.25,6.8,0.2,0.4,0.4,0.375,0.38,0.192
230105G01,6,230105G01,2018105057,5656,6,2,38.8,6,2,26,,3,3,2,3,397,-5,52,41.7,01:33.9,2023/1/5,602,8,1,晴,1,稍,2,先行,6,2.5,3,9.25,2.2,0.2,0.2,0.2,0.175,0.16,0.469
230105G01,7,230105G01,2019103535,5658,7,1,43.7,7,8,-29,,1,1,5,7,406,-4,51,46.6,01:38.8,2023/1/5,602,8,1,晴,1,稍,2,逃げ,-17,-1.5,-15.333,-8.25,-3,0.3,0.2,0.167,0.2,0.18,0.421
230105G01,8,230105G01,2017101037,5654,8,3,1.2,1,1,43,,6,6,3,1,492,-4,55,39.9,01:32.4,2023/1/5,602,8,1,晴,1,稍,2,差し,44,43.5,45.667,45.75,43,0.3,0.55,0.467,0.425,0.4,0.513
230106K03,1,230106K03,2020105109,5272,1,3,48.6,8,8,-5,,6,6,7,7,417,1,54,42.1,01:37.5,2023/1/6,901,8,3,晴,1,良,1,差し,18,15.5,6.333,8,6,0.2,0.1,0.133,0.15,0.16,0.319
230106K03,2,230106K03,2020102618,5563,2,2,5.8,3,7,1,,1,1,1,2,433,6,54,42.6,01:36.9,2023/1/6,901,8,3,晴,1,良,1,先行,22,20.5,21.667,,,0.2,0.15,0.133,0.125,0.14,0.462
230106K03,3,230106K03,2020100647,5399,3,2,38.6,7,5,14,,5,5,6,5,427,-7,54,40.4,01:35.8,2023/1/6,901,8,3,晴,1,良,1,先行,-8,5.5,0.667,,,0.2,0.3,0.267,0.275,0.28,0.4
230106K03,4,230106K03,2020101970,a017d,4,3,4.5,2,1,24,,2,2,1,1,467,-6,54,40.6,01:34.9,2023/1/6,901,8,3,晴,1,良,1,差し,29,25,21.333,22.25,22.6,0.4,0.4,0.4,0.3,0.3,0.488
230106K03,5,230106K03,2020100428,5455,5,3,28.9,6,3,16,,8,8,8,7,448,3,54,39.8,01:35.6,2023/1/6,901,8,3,晴,1,良,1,差し,7,,,,,0.6,0.55,0.5,0.4,0.34,0.463
230106K03,6,230106K03,2020107100,5549,6,3,9.2,4,2,23,,4,4,4,4,428,6,54,39.9,0:01:35,2023/1/6,901,8,3,晴,1,良,1,差し,7,15,19.667,25,25,0.4,0.3,0.3,0.3,0.3,0.333
230106K03,7,230106K03,2020100227,5380,7,2,1.7,1,4,14,,3,3,1,3,475,-6,54,41.3,01:35.8,2023/1/6,901,8,3,晴,1,良,1,先行,28,,,,,0.6,0.6,0.567,0.575,0.54,0.286
230106K03,8,230106K03,2020100961,a0188,8,3,10.8,5,6,9,,7,7,5,5,486,-7,54,40.7,01:36.2,2023/1/6,901,8,3,晴,1,良,1,差し,13,17.5,,,,0.2,0.1,0.2,0.175,0.2,0.438
230109C03,1,230109C03,2017102250,a01ad,1,3,107.5,7,6,24,,5,5,5,6,480,0,54,41.3,01:27.4,2023/1/9,501,8,3,晴,1,重,3,差し,23,-22.5,-6.667,0.25,5.4,0.2,0.1,0.2,0.225,0.26,0.324
230109C03,2,230109C03,2015103366,5299,2,3,2.4,2,2,48,,6,6,6,4,482,0,56,39.3,01:25.4,2023/1/9,501,8,3,晴,1,重,3,差し,44,37,35,45.25,,0.7,0.55,0.567,0.625,0.6,0.367
230109C03,3,230109C03,2014102483,a01bb,3,3,21.8,4,5,25,,3,3,2,2,492,-3,56,41.7,01:27.3,2023/1/9,501,8,3,晴,1,重,3,差し,33,19.5,20,23.5,12.6,0.2,0.25,0.267,0.275,0.22,0.431
230109C03,4,230109C03,2017101420,5496,4,3,7.6,3,3,47,,4,4,4,3,471,-3,56,39.9,01:25.5,2023/1/9,501,8,3,晴,1,重,3,差し,41,32,31.333,32.75,24.8,0.1,0.3,0.233,0.275,0.28,0.417
230109C03,5,230109C03,2016106194,5600,5,3,48.3,5,7,20,,7,7,7,7,489,-4,56,41.6,01:27.7,2023/1/9,501,8,3,晴,1,重,3,差し,21,20,17.333,13.75,14.6,0.4,0.4,0.333,0.325,0.32,0.398
230109C03,6,230109C03,2017106424,5564,6,3,79.7,6,4,29,,2,2,3,5,518,0,56,41.5,0:01:27,2023/1/9,501,8,3,晴,1,重,3,差し,32,23,20.333,14.5,14,0.1,0.15,0.167,0.125,0.12,0.452
230109C03,7,230109C03,2013104007,a022d,7,4,223.9,8,8,13,,8,8,8,8,463,-9,56,41.3,01:28.3,2023/1/9,501,8,3,晴,1,重,3,追込,20,19.5,17,14,7,0,0,0,0.025,0.06,0.181
230109C03,8,230109C03,2014103971,5074,8,1,1.6,1,1,53,,1,1,1,1,535,22,56,39.8,0:01:25,2023/1/9,501,8,3,晴,1,重,3,逃げ,48,40,43.667,45.75,,0.6,0.45,0.4,0.425,0.44,0.833
230109C06,1,230109C06,2018101933,a03e2,1,2,3.5,1,2,44,,3,3,3,3,495,-2,56,39.4,01:47.1,2023/1/9,503,8,6,晴,1,重,3,先行,47,41.5,40.333,35.75,33.2,0.2,0.35,0.3,0.325,0.36,0.5
230109C06,2,230109C06,2018100063,a02f8,2,3,7,6,7,37,,5,4,5,4,473,-7,56,40,01:47.8,2023/1/9,503,8,6,晴,1,重,3,差し,49,46,42.667,38.25,31.6,0.3,0.45,0.3,0.325,0.3,0.471
230109C06,3,230109C06,2017103259,a01bb,3,4,22.6,7,6,40,,4,5,4,6,474,3,56,39.7,01:47.5,2023/1/9,503,8,6,晴,1,重,3,追込,30,28,18.667,22.75,25,0.1,0.2,0.233,0.25,0.22,0.239
230109C06,4,230109C06,2013102313,a0270,4,3,5.9,4,3,43,,8,7,7,5,489,4,56,38.9,01:47.2,2023/1/9,503,8,6,晴,1,重,3,差し,47,36.5,40,48.5,51,0.3,0.4,0.433,0.45,0.36,0.363
230109C06,5,230109C06,2013103294,5536,5,4,4.3,2,5,41,,7,6,6,7,542,-10,56,39.5,01:47.4,2023/1/9,503,8,6,晴,1,重,3,追込,49,58,60.333,64.25,66.6,0.2,0.25,0.367,0.325,0.3,0.32
230109C06,6,230109C06,2017102164,5074,6,4,4.6,3,1,47,,2,2,2,2,485,17,56,39.3,01:46.8,2023/1/9,503,8,6,晴,1,重,3,追込,,,,,,0.5,0.5,0.4,0.4,0.44,0.255
230109C06,7,230109C06,2017102522,a00ab,7,3,77.2,8,8,3,,6,8,8,8,533,-3,56,42.7,01:51.4,2023/1/9,503,8,6,晴,1,重,3,差し,10,1.5,15,16.25,19.4,0.4,0.3,0.267,0.2,0.18,0.356
230109C06,8,230109C06,2015103059,5640,8,3,6.5,5,4,41,,1,1,1,1,479,2,56,40,01:47.4,2023/1/9,503,8,6,晴,1,重,3,差し,28,36.5,38.333,35.75,36.4,0.8,0.75,0.767,0.75,0.78,0.361
230109C07,1,230109C07,2017104112,5496,1,3,14.6,4,6,47,,1,1,1,3,493,-3,55,40.6,01:32.3,2023/1/9,502,8,7,晴,1,重,3,差し,26,29.5,26.667,27.75,29.8,0.3,0.3,0.3,0.3,0.32,0.436
230109C07,2,230109C07,2019103281,a0270,2,3,61.8,8,3,52,,3,3,4,4,491,3,55,39.9,01:31.8,2023/1/9,502,8,7,晴,1,重,3,差し,18,21.5,25,30.25,33.8,0.4,0.4,0.467,0.475,0.38,0.438
230109C07,3,230109C07,2014103389,a0256,3,4,45.6,7,8,38,,8,8,8,6,479,1,55,40.7,01:33.1,2023/1/9,502,8,7,晴,1,重,3,追込,11,26,30.667,30.25,32,0.3,0.15,0.167,0.15,0.12,0.222
230109C07,4,230109C07,2016103289,5074,4,3,1.5,1,1,63,,5,4,3,1,542,22,56,39,01:30.8,2023/1/9,502,8,7,晴,1,重,3,差し,,,,,,0.6,0.55,0.4,0.425,0.46,0.364
230109C07,5,230109C07,2013101370,5299,5,4,5.8,3,2,57,,6,5,5,5,519,-1,56,39.2,01:31.4,2023/1/9,502,8,7,晴,1,重,3,追込,27,30,34.667,26,29.6,0.7,0.6,0.633,0.625,0.62,0.233
230109C07,6,230109C07,2017102304,a03e2,6,3,15.2,5,5,49,,7,7,6,7,487,0,55,40,01:32.1,2023/1/9,502,8,7,晴,1,重,3,差し,47,43,37.667,37.5,34.2,0.2,0.35,0.333,0.325,0.38,0.377
230109C07,7,230109C07,2019103269,a01ad,7,3,5.1,2,4,49,,4,6,7,8,485,0,55,39.7,01:32.1,2023/1/9,502,8,7,晴,1,重,3,差し,26,34.5,32,31.75,25.4,0.2,0.1,0.133,0.225,0.24,0.442
