レースID,頭数,競馬場,グラウンド,距離,馬番,単勝人気,展開予想,直近タイム指数平均1,差_直近タイム指数平均1_レース平均値,騎手複勝率,条件複勝率1,条件複勝率2,条件複勝率4,条件優勝率1,着番,着番カテゴリ,タイム指数,差_タイム指数_直近ベストタイム指数平均1
241025M10,8,笠松,ダ,1600,3,1,追込,47.66667,4.8750025,0.356210526,0.339690107,0.216161616,1.01E-01,8.31E-02,6,カテゴリ3,40,-7.66667
241025M10,8,笠松,ダ,1600,4,5,差し,45,2.2083325,0.283103655,0.371871275,0.380526919,1.01E-01,1.17E-01,4,カテゴリ3,45,0
241025M10,8,笠松,ダ,1600,5,7,追込,39.33333,-3.4583375,0.214605067,0.330154946,0.216161616,1.01E-01,1.01E-01,7,カテゴリ3,38,-1.33333
241025M10,8,笠松,ダ,1600,6,4,差し,50.66667,7.8750025,0.39055794,3.74E-01,0.380526919,1.01E-01,1.23E-01,1,カテゴリ1,48,-2.66667
241025M10,8,笠松,ダ,1600,7,8,差し,30.33333,-12.4583375,0.240594059,0.357699805,3.81E-01,1.01E-01,1.17E-01,8,カテゴリ3,23,-7.33333
241025M10,8,笠松,ダ,1600,8,6,追込,43.66667,0.8750025,0.3140009,0.36130742,0.216161616,1.01E-01,9.63E-02,5,カテゴリ3,44,0.33333
241026C02,8,高知,ダ,1300,1,1,差し,47,32.58333425,0.551633298,0.276679842,0.31531176,1.02E-01,1.17E-01,2,カテゴリ2,43,-4
241026C02,8,高知,ダ,1300,2,8,追込,1.333333,-13.08333275,0.314887365,0.295125165,0.177684618,1.02E-01,8.21E-02,8,カテゴリ3,5,3.666667
241026C02,8,高知,ダ,1300,3,3,追込,16.33333,1.91666425,0.451054852,0.304787,0.177684618,1.02E-01,8.31E-02,3,カテゴリ2,35,18.66667
241026C02,8,高知,ダ,1300,4,4,差し,12.66667,-1.74999575,0.326544701,0.285902503,0.31531176,1.02E-01,1.17E-01,4,カテゴリ3,32,19.33333
241026C02,8,高知,ダ,1300,5,6,先行,10.33333,-4.08333575,0.151447661,0.295053004,0.427466863,1.94E-01,1.78E-01,5,カテゴリ3,29,18.66667
241026C02,8,高知,ダ,1300,6,2,先行,32.33333,17.91666425,0.353751914,0.271634615,0.427466863,1.94E-01,2.08E-01,1,カテゴリ1,46,13.66667
241026C02,8,高知,ダ,1300,7,5,追込,8.333333,-6.08333275,0.165965123,0.29225169,0.177684618,1.02E-01,9.24E-02,7,カテゴリ3,20,11.666667
241026C02,8,高知,ダ,1300,8,7,追込,-13,-27.41666575,0.239735099,3.09E-01,0.177684618,1.02E-01,9.63E-02,6,カテゴリ3,25,38
241027Z01,8,金沢,ダ,1500,1,6,追込,4.333333,-24.12500075,0.121986852,0.301097973,0.22723824,1.06E-01,8.05E-02,7,カテゴリ3,5,0.666667
241027Z01,8,金沢,ダ,1500,2,7,追込,13.66667,-14.79166375,0.240740741,0.324746622,2.27E-01,1.06E-01,8.21E-02,6,カテゴリ3,6,-7.66667
241027Z01,8,金沢,ダ,1500,3,5,先行,35,6.54166625,0.466070703,0.325591216,0.445573909,2.56E-01,1.77E-01,3,カテゴリ2,36,1
241027Z01,8,金沢,ダ,1500,4,3,差し,39,10.54166625,0.364767255,0.350929054,3.63E-01,1.06E-01,0.117224343,4,カテゴリ3,35,-4
241027Z01,8,金沢,ダ,1500,5,4,差し,38,9.54166625,0.497257053,0.361920394,3.63E-01,1.06E-01,1.29E-01,2,カテゴリ2,43,5
241027Z01,8,金沢,ダ,1500,6,2,差し,44.66667,16.20833625,0.496338487,0.318060328,0.3625791,1.06E-01,1.23E-01,5,カテゴリ3,32,-12.66667
241027Z01,8,金沢,ダ,1500,7,8,差し,4.666667,-23.79166675,0.28203724,0.322116955,3.63E-01,1.06E-01,1.17E-01,8,カテゴリ3,4,-0.666667
241027Z01,8,金沢,ダ,1500,8,1,差し,48.33333,19.87499625,0.433600713,0.343918344,0.3625791,1.06E-01,1.41E-01,1,カテゴリ1,44,-4.33333
241027Z04,8,金沢,ダ,1400,1,4,差し,16.33333,-2.52083625,0.433600713,0.308170515,0.369052187,1.08E-01,1.17E-01,6,カテゴリ3,2,-14.33333
241027Z04,8,金沢,ダ,1400,2,3,先行,24.33333,5.47916375,0.364767255,3.41E-01,0.50026001,2.44E-01,1.73E-01,3,カテゴリ2,8,-16.33333
241027Z04,8,金沢,ダ,1400,3,1,差し,35.5,16.64583375,0.281026253,3.50E-01,0.369052187,1.08E-01,1.13E-01,1,カテゴリ1,22,-13.5
241027Z04,8,金沢,ダ,1400,4,7,差し,9.666667,-9.18749925,0.425389755,0.339698046,0.369052187,1.08E-01,1.17E-01,7,カテゴリ3,0,-9.666667
241027Z04,8,金沢,ダ,1400,5,8,追込,-4.666667,-23.52083325,0.186579378,3.46E-01,0.231888798,1.08E-01,1.01E-01,8,カテゴリ3,-1,3.666667
241027Z04,8,金沢,ダ,1400,6,6,追込,21,2.14583375,0.207631874,0.341214839,0.231888798,1.08E-01,9.48E-02,5,カテゴリ3,6,-15
241027Z04,8,金沢,ダ,1400,7,2,追込,28,9.14583375,0.466070703,0.320728291,0.231888798,1.08E-01,9.24E-02,2,カテゴリ2,19,-9
241027Z04,8,金沢,ダ,1400,8,5,差し,20.66667,1.81250375,0.240740741,0.318562874,0.369052187,1.08E-01,1.41E-01,4,カテゴリ3,7,-13.66667
241027C09,8,高知,ダ,1400,1,8,差し,38.33333,-6.50000125,0.285714286,0.319720768,0.318990065,9.29E-02,1.17E-01,8,カテゴリ3,29,-9.33333
241027C09,8,高知,ダ,1400,2,2,追込,54,9.16666875,0.258961681,0.289703316,1.77E-01,9.29E-02,8.21E-02,3,カテゴリ2,63,9
241027C09,8,高知,ダ,1400,3,5,追込,39,-5.83333125,0.326544701,3.02E-01,0.177346278,9.29E-02,8.31E-02,6,カテゴリ3,49,10
241027C09,8,高知,ダ,1400,4,7,追込,35,-9.83333125,0.314887365,2.83E-01,1.77E-01,9.29E-02,1.01E-01,7,カテゴリ3,39,4
241027C09,8,高知,ダ,1400,5,3,先行,46.33333,1.49999875,0.280860215,0.276788161,0.409583108,2.21E-01,1.78E-01,4,カテゴリ3,56,9.66667
241027C09,8,高知,ダ,1400,6,4,差し,52.33333,7.49999875,0.353751914,2.73E-01,0.318990065,9.29E-02,1.23E-01,2,カテゴリ2,69,16.66667
241027C09,8,高知,ダ,1400,7,6,追込,32.33333,-12.50000125,0.451054852,0.279031256,0.177346278,9.29E-02,9.24E-02,5,カテゴリ3,56,23.66667
241027C09,8,高知,ダ,1400,8,1,先行,61.33333,16.49999875,0.551633298,0.309252939,0.409583108,2.21E-01,1.96E-01,1,カテゴリ1,72,10.66667
241029F04,8,船橋,ダ,1200,1,7,差し,-17,-36.81250088,0.210970464,0.237041719,0.287215766,1.25E-01,1.17E-01,8,カテゴリ3,-11,6
241029F04,8,船橋,ダ,1200,2,2,差し,41.5,21.68749913,0.351285521,0.255372946,0.287215766,1.25E-01,1.18E-01,5,カテゴリ3,20,-21.5
241029F04,8,船橋,ダ,1200,3,5,差し,25,5.187499125,0.220178042,0.256637168,0.287215766,1.25E-01,1.13E-01,4,カテゴリ3,27,2
241029F04,8,船橋,ダ,1200,4,8,追込,7.666667,-12.14583388,0.174,0.266750948,0.162790698,1.25E-01,1.01E-01,7,カテゴリ3,1,-6.666667
241029F04,8,船橋,ダ,1200,5,6,差し,1,-18.81250088,0.329075207,0.269618588,0.287215766,1.25E-01,1.29E-01,3,カテゴリ2,35,34
241029F04,8,船橋,ダ,1200,6,1,差し,65,45.18749913,0.240722656,3.12E-01,0.287215766,1.25E-01,1.23E-01,2,カテゴリ2,36,-29
241029F04,8,船橋,ダ,1200,7,4,追込,21.66667,1.854169125,0.167266187,3.21E-01,0.162790698,1.25E-01,9.24E-02,6,カテゴリ3,12,-9.66667
241029F04,8,船橋,ダ,1200,8,3,差し,13.66667,-6.145830875,0.221684414,0.303106034,0.287215766,1.25E-01,1.41E-01,1,カテゴリ1,44,30.33333
241030B03,8,門別,ダ,1700,1,3,追込,1,-3.749999625,0.39614561,0.26369863,0.222024867,1.25E-01,8.05E-02,2,カテゴリ2,15,14
241030B03,8,門別,ダ,1700,2,1,差し,17,12.25000038,0.402058824,0.359589041,0.33034915,0.125,0.11838565,1,カテゴリ1,25,8
241030B03,8,門別,ダ,1700,3,2,追込,17.33333,12.58333038,0.230106101,0.332191781,0.222024867,1.25E-01,8.31E-02,5,カテゴリ3,8,-9.33333
241030B03,8,門別,ダ,1700,4,8,追込,-18,-22.74999963,0.119047619,0.340753425,0.222024867,1.25E-01,1.01E-01,7,カテゴリ3,3,21
241030B03,8,門別,ダ,1700,5,7,差し,-3,-7.749999625,0.307394366,0.343976778,3.30E-01,1.25E-01,1.29E-01,6,カテゴリ3,8,11
241030B03,8,門別,ダ,1700,6,6,差し,5.666667,0.916667375,0.3403345,0.288335518,0.33034915,1.25E-01,1.23E-01,8,カテゴリ3,-15,-20.666667
241030B03,8,門別,ダ,1700,7,5,差し,8.333333,3.583333375,0.41127575,0.303614458,0.33034915,1.25E-01,1.17E-01,3,カテゴリ2,13,4.666667
241030B03,8,門別,ダ,1700,8,4,差し,9.666667,4.916667375,0.202285714,0.334502924,0.33034915,1.25E-01,1.41E-01,4,カテゴリ3,9,-0.666667
241102Z06,8,金沢,ダ,1500,1,2,差し,33,11.0416675,0.28203724,0.301097973,0.3625791,1.06E-01,1.17E-01,2,カテゴリ2,32,-1
241102Z06,8,金沢,ダ,1500,2,5,差し,20.33333,-1.6250025,0.238594891,0.324746622,0.3625791,1.06E-01,1.18E-01,6,カテゴリ3,17,-3.33333
241102Z06,8,金沢,ダ,1500,3,7,追込,25.33333,3.3749975,0.240740741,0.325591216,0.22723824,1.06E-01,8.31E-02,4,カテゴリ3,22,-3.33333
241102Z06,8,金沢,ダ,1500,4,3,逃げ,28.33333,6.3749975,0.364767255,0.350929054,0.423333333,2.56E-01,1.92E-01,7,カテゴリ3,4,-24.33333
241102Z06,8,金沢,ダ,1500,5,1,差し,39,17.0416675,0.344506518,0.361920394,0.3625791,1.06E-01,1.29E-01,3,カテゴリ2,30,-9
241102Z06,8,金沢,ダ,1500,6,8,追込,-12.33333,-34.2916625,0.32642487,0.318060328,0.22723824,1.06E-01,9.48E-02,8,カテゴリ3,-1,11.33333
241102Z06,8,金沢,ダ,1500,7,4,差し,26,4.0416675,0.207631874,0.322116955,0.3625791,1.06E-01,1.17E-01,1,カテゴリ1,32,6
241102Z06,8,金沢,ダ,1500,8,6,差し,16,-5.9583325,0.425389755,0.343918344,0.3625791,1.06E-01,1.41E-01,5,カテゴリ3,20,4
241102Z07,8,金沢,ダ,1400,1,8,差し,7,-18.8125025,0.344506518,0.308170515,0.369052187,8.87E-02,0.117007105,6,カテゴリ3,14,7
241102Z07,8,金沢,ダ,1400,2,6,差し,12.66667,-13.1458325,0.238594891,0.341474245,0.369052187,8.87E-02,1.18E-01,8,カテゴリ3,-31,-43.66667
241102Z07,8,金沢,ダ,1400,3,1,逃げ,66.33334,40.5208375,0.433600713,0.34991119,0.462146893,2.34E-01,2.04E-01,1,カテゴリ1,38,-28.33334
241102Z07,8,金沢,ダ,1400,4,5,差し,29.66667,3.8541675,0.270018622,0.339698046,0.369052187,8.87E-02,1.17E-01,4,カテゴリ3,17,-12.66667
241102Z07,8,金沢,ダ,1400,5,4,先行,13,-12.8125025,0.496338487,0.345971564,0.50026001,2.34E-01,1.78E-01,7,カテゴリ3,0,-13
241102Z07,8,金沢,ダ,1400,6,3,差し,36.66667,10.8541675,0.364767255,0.341214839,0.369052187,8.87E-02,1.23E-01,3,カテゴリ2,27,-9.66667
241102Z07,8,金沢,ダ,1400,7,7,追込,18.66667,-7.1458325,0.186579378,0.320728291,0.231888798,8.87E-02,9.24E-02,5,カテゴリ3,16,-2.66667
241102Z07,8,金沢,ダ,1400,8,2,差し,22.5,-3.3125025,0.466070703,0.318562874,0.369052187,8.87E-02,1.41E-01,2,カテゴリ2,28,5.5
241102Z11,8,金沢,ダ,1400,1,5,逃げ,37.66667,-2.1249975,0.186579378,0.308170515,0.462146893,2.34E-01,2.23E-01,5,カテゴリ3,37,-0.66667
241102Z11,8,金沢,ダ,1400,2,2,差し,37.66667,-2.1249975,0.466070703,0.341474245,0.369052187,8.87E-02,1.18E-01,3,カテゴリ2,38,0.33333
241102Z11,8,金沢,ダ,1400,3,1,差し,49.33333,9.5416625,0.497257053,0.34991119,0.369052187,8.87E-02,1.13E-01,1,カテゴリ1,48,-1.33333
241102Z11,8,金沢,ダ,1400,4,7,差し,41.33333,1.5416625,0.207631874,0.339698046,0.369052187,8.87E-02,1.17E-01,6,カテゴリ3,35,-6.33333
241102Z11,8,金沢,ダ,1400,5,4,追込,46.66667,6.8750025,0.496338487,0.345971564,0.231888798,8.87E-02,1.01E-01,4,カテゴリ3,37,-9.66667
241102Z11,8,金沢,ダ,1400,6,8,差し,30.66667,-9.1249975,0.433600713,0.341214839,0.369052187,8.87E-02,1.23E-01,2,カテゴリ2,39,8.33333
241102Z11,8,金沢,ダ,1400,7,6,差し,34.66667,-5.1249975,0.344506518,0.320728291,3.69E-01,8.87E-02,1.17E-01,7,カテゴリ3,27,-7.66667
241102Z11,8,金沢,ダ,1400,8,3,先行,40.33333,0.5416625,0.425389755,0.318562874,0.50026001,2.34E-01,1.96E-01,8,カテゴリ3,-40,-80.33333
241103Z01,8,金沢,ダ,1500,1,2,差し,38,13.75,0.364767255,0.301097973,0.3625791,9.24E-02,1.17E-01,3,カテゴリ2,35,-3
241103Z01,8,金沢,ダ,1500,2,4,追込,18,-6.25,0.121986852,3.25E-01,0.22723824,9.24E-02,8.21E-02,2,カテゴリ2,39,21
241103Z01,8,金沢,ダ,1500,3,7,追込,14.33333,-9.91667,0.207631874,3.26E-01,0.22723824,9.24E-02,8.31E-02,7,カテゴリ3,17,2.66667
241103Z01,8,金沢,ダ,1500,4,1,先行,44.66667,20.41667,0.270018622,3.51E-01,0.445573909,2.23E-01,1.80E-01,1,カテゴリ1,47,2.33333
241103Z01,8,金沢,ダ,1500,5,8,追込,16.66667,-7.58333,0.238594891,0.361920394,0.22723824,9.24E-02,0.100836987,6,カテゴリ3,20,3.33333
241103Z01,8,金沢,ダ,1500,6,5,逃げ,25.33333,1.08333,0.344506518,0.318060328,0.423333333,2.23E-01,2.04E-01,5,カテゴリ3,26,0.66667
241103Z01,8,金沢,ダ,1500,7,6,差し,12.66667,-11.58333,0.32642487,0.322116955,0.3625791,9.24E-02,1.17E-01,4,カテゴリ3,33,20.33333
241103Z01,8,金沢,ダ,1500,8,3,差し,24.33333,0.08333,0.240740741,0.343918344,0.3625791,9.24E-02,0.140898251,8,カテゴリ3,8,-16.33333
241103Z05,8,金沢,ダ,1400,1,1,差し,25,10.75,0.281026253,3.08E-01,3.69E-01,8.87E-02,1.17E-01,1,カテゴリ1,32,7
241103Z05,8,金沢,ダ,1400,2,2,差し,19.33333,5.08333,0.344506518,3.41E-01,0.369052187,8.87E-02,1.18E-01,7,カテゴリ3,-1,-20.33333
241103Z05,8,金沢,ダ,1400,3,6,追込,13.33333,-0.91667,0.294014085,3.50E-01,0.231888798,8.87E-02,8.31E-02,4,カテゴリ3,10,-3.33333
241103Z05,8,金沢,ダ,1400,4,8,逃げ,-5,-19.25,0.207631874,0.339698046,0.462146893,2.34E-01,1.92E-01,8,カテゴリ3,-5,0
241103Z05,8,金沢,ダ,1400,5,5,差し,18.66667,4.41667,0.186579378,3.46E-01,0.369052187,8.87E-02,1.29E-01,2,カテゴリ2,31,12.33333
241103Z05,8,金沢,ダ,1400,6,7,差し,8.666667,-5.583333,0.425389755,0.341214839,0.369052187,8.87E-02,1.23E-01,3,カテゴリ2,11,2.333333
241103Z05,8,金沢,ダ,1400,7,4,差し,24.66667,10.41667,0.238594891,0.320728291,0.369052187,8.87E-02,1.17E-01,6,カテゴリ3,5,-19.66667
241103Z05,8,金沢,ダ,1400,8,3,先行,9.333333,-4.916667,0.466070703,0.318562874,0.50026001,2.34E-01,1.96E-01,5,カテゴリ3,8,-1.333333
241105Z02,8,金沢,ダ,1500,1,3,追込,27,4.83333375,0.433600713,0.301097973,0.22723824,1.06E-01,8.05E-02,1,カテゴリ1,51,24
241105Z02,8,金沢,ダ,1500,2,7,差し,19.33333,-2.83333625,0.32642487,0.324746622,0.3625791,1.06E-01,1.18E-01,2,カテゴリ2,42,22.66667
241105Z02,8,金沢,ダ,1500,3,5,追込,22.66667,0.50000375,0.240740741,0.325591216,0.22723824,1.06E-01,8.31E-02,6,カテゴリ3,9,-13.66667
241105Z02,8,金沢,ダ,1500,4,4,差し,8,-14.16666625,0.186579378,0.350929054,0.3625791,1.06E-01,1.17E-01,8,カテゴリ3,6,-2
241105Z02,8,金沢,ダ,1500,5,1,差し,31.33333,9.16666375,0.496338487,0.361920394,3.63E-01,1.06E-01,1.29E-01,3,カテゴリ2,36,4.66667
241105Z02,8,金沢,ダ,1500,6,8,先行,12.66667,-9.49999625,0.344506518,3.18E-01,0.445573909,2.56E-01,2.08E-01,7,カテゴリ3,6,-6.66667
241105Z02,8,金沢,ダ,1500,7,2,差し,31,8.83333375,0.466070703,0.322116955,0.3625791,1.06E-01,1.17E-01,5,カテゴリ3,26,-5
241105Z02,8,金沢,ダ,1500,8,6,追込,25.33333,3.16666375,0.364767255,0.343918344,0.22723824,1.06E-01,9.63E-02,4,カテゴリ3,34,8.66667
241105Z04,8,金沢,ダ,1500,1,7,追込,19.66667,-5.979163375,0.281026253,0.301097973,0.22723824,1.06E-01,8.05E-02,5,カテゴリ3,20,0.33333
241105Z04,8,金沢,ダ,1500,2,5,差し,9.666667,-15.97916638,0.364767255,0.324746622,0.3625791,1.06E-01,1.18E-01,4,カテゴリ3,25,15.333333
241105Z04,8,金沢,ダ,1500,3,1,先行,50,24.35416663,0.207631874,0.325591216,0.445573909,2.56E-01,1.77E-01,1,カテゴリ1,54,4
241105Z04,8,金沢,ダ,1500,4,2,差し,46.5,20.85416663,0.344506518,0.350929054,0.3625791,1.06E-01,1.17E-01,2,カテゴリ2,41,-5.5
241105Z04,8,金沢,ダ,1500,5,8,差し,15,-10.64583338,0.425389755,3.62E-01,0.3625791,1.06E-01,1.29E-01,8,カテゴリ3,-7,-22
241105Z04,8,金沢,ダ,1500,6,3,差し,20.66667,-4.979163375,0.496338487,3.18E-01,0.3625791,1.06E-01,1.23E-01,3,カテゴリ2,41,20.33333
241105Z04,8,金沢,ダ,1500,7,4,差し,17.33333,-8.312503375,0.121986852,0.322116955,0.3625791,1.06E-01,1.17E-01,7,カテゴリ3,6,-11.33333
241105Z04,8,金沢,ダ,1500,8,6,追込,26.33333,0.687496625,0.186579378,3.44E-01,0.22723824,1.06E-01,9.63E-02,6,カテゴリ3,15,-11.33333
241105Z08,8,金沢,ダ,1500,1,6,差し,8,-18.0416675,0.425389755,0.301097973,0.3625791,1.06E-01,1.17E-01,6,カテゴリ3,19,11
241105Z08,8,金沢,ダ,1500,2,2,差し,38.66667,12.6250025,0.364767255,0.324746622,0.3625791,1.06E-01,1.18E-01,1,カテゴリ1,48,9.33333
241105Z08,8,金沢,ダ,1500,3,3,差し,35.66667,9.6250025,0.466070703,0.325591216,0.3625791,1.06E-01,1.13E-01,3,カテゴリ2,35,-0.66667
241105Z08,8,金沢,ダ,1500,4,5,追込,30,3.9583325,0.186579378,0.350929054,0.22723824,1.06E-01,1.01E-01,5,カテゴリ3,19,-11
241105Z08,8,金沢,ダ,1500,5,7,差し,25.66667,-0.3749975,0.240740741,0.361920394,0.3625791,1.06E-01,1.29E-01,8,カテゴリ3,-4,-29.66667
241105Z08,8,金沢,ダ,1500,6,8,追込,-1,-27.0416675,0.121986852,3.18E-01,0.22723824,1.06E-01,9.48E-02,7,カテゴリ3,6,7
241105Z08,8,金沢,ダ,1500,7,4,差し,24,-2.0416675,0.207631874,0.322116955,0.3625791,1.06E-01,1.17E-01,4,カテゴリ3,21,-3
241105Z08,8,金沢,ダ,1500,8,1,先行,47.33333,21.2916625,0.433600713,0.343918344,0.445573909,2.56E-01,1.96E-01,2,カテゴリ2,48,0.66667
241107M11,8,笠松,ダ,1400,1,7,差し,54,-9.37500125,0.314000906,0.316118048,0.383202547,9.09E-02,1.17E-01,6,カテゴリ3,63,9
241107M11,8,笠松,ダ,1400,2,3,差し,69.33334,5.95833875,0.515083571,0.328320091,0.383202547,9.09E-02,1.18E-01,4,カテゴリ3,75,5.66666
241107M11,8,笠松,ダ,1400,3,8,差し,64.33334,0.95833875,0.330605565,0.347048808,0.383202547,9.09E-02,1.13E-01,7,カテゴリ3,62,-2.33334
241107M11,8,笠松,ダ,1400,4,1,逃げ,80.66666,17.29165875,0.229665072,0.345346198,4.72E-01,2.27E-01,1.92E-01,1,カテゴリ1,92,11.33334
241107M11,8,笠松,ダ,1400,5,6,先行,66.66666,3.29165875,0.240594059,0.359923768,4.83E-01,2.27E-01,1.78E-01,8,カテゴリ3,62,-4.66666
241107M11,8,笠松,ダ,1400,6,5,差し,46,-17.37500125,2.83E-01,0.349865229,0.383202547,9.09E-02,1.23E-01,5,カテゴリ3,68,22
241107M11,8,笠松,ダ,1400,7,2,差し,66.33334,2.95833875,0.494038748,0.344083527,0.383202547,9.09E-02,1.17E-01,2,カテゴリ2,76,9.66666
241107M11,8,笠松,ダ,1400,8,4,差し,59.66667,-3.70833125,0.436926606,3.55E-01,0.383202547,9.09E-02,1.41E-01,3,カテゴリ2,76,16.33333
241109C01,8,高知,ダ,1400,1,7,差し,8,-4.12499925,0.285714286,3.20E-01,0.318990065,1.25E-01,1.17E-01,5,カテゴリ3,3,-5
241109C01,8,高知,ダ,1400,2,6,追込,17.33333,5.20833075,0.265077821,0.289703316,0.177346278,1.25E-01,8.21E-02,6,カテゴリ3,2,-15.33333
241109C01,8,高知,ダ,1400,3,3,差し,16.33333,4.20833075,0.451054852,0.301570681,0.318990065,1.25E-01,1.13E-01,7,カテゴリ3,0,-16.33333
241109C01,8,高知,ダ,1400,4,1,差し,31,18.87500075,0.151447661,0.283420593,0.318990065,1.25E-01,1.17E-01,2,カテゴリ2,33,2
241109C01,8,高知,ダ,1400,5,8,追込,-19,-31.12499925,2.07E-01,0.276788161,0.177346278,1.25E-01,1.01E-01,8,カテゴリ3,-31,-12
241109C01,8,高知,ダ,1400,6,2,差し,37,24.87500075,0.280860215,0.273030231,0.318990065,1.25E-01,1.23E-01,1,カテゴリ1,36,-1
241109C01,8,高知,ダ,1400,7,4,差し,9.666667,-2.45833225,0.165965123,2.79E-01,3.19E-01,1.25E-01,1.17E-01,4,カテゴリ3,7,-2.666667
241109C01,8,高知,ダ,1400,8,5,差し,-3.333333,-15.45833225,0.307101025,3.09E-01,0.318990065,1.25E-01,1.41E-01,3,カテゴリ2,17,20.333333
241109C08,8,高知,ダ,1600,1,2,先行,40.33333,6.5416625,0.353751914,3.49E-01,0.408713693,0.166666667,0.162541254,3,カテゴリ2,29,-11.33333
241109C08,8,高知,ダ,1600,2,8,差し,12.66667,-21.1249975,0.285714286,0.352428394,0.352392947,0.111111111,0.11838565,7,カテゴリ3,3,-9.66667
241109C08,8,高知,ダ,1600,3,7,追込,29,-4.7916675,0.151447661,0.337484433,0.221871714,1.11E-01,8.31E-02,6,カテゴリ3,17,-12
241109C08,8,高知,ダ,1600,4,5,追込,34.33333,0.5416625,0.326544701,0.310087173,2.22E-01,1.11E-01,1.01E-01,1,カテゴリ1,38,3.66667
241109C08,8,高知,ダ,1600,5,4,差し,39.66667,5.8750025,0.149568035,3.47E-01,0.352392947,1.11E-01,1.29E-01,2,カテゴリ2,30,-9.66667
241109C08,8,高知,ダ,1600,6,1,逃げ,38,4.2083325,0.451054852,0.313447927,4.04E-01,1.67E-01,2.04E-01,8,カテゴリ3,3,-35
241109C08,8,高知,ダ,1600,7,6,追込,41.66667,7.8750025,0.20686901,0.293913043,0.221871714,1.11E-01,9.24E-02,5,カテゴリ3,24,-17.66667
241109C08,8,高知,ダ,1600,8,3,差し,34.66667,0.8750025,0.591478697,0.300542215,3.52E-01,0.111111111,0.140898251,4,カテゴリ3,27,-7.66667
241110R11,8,盛岡,ダ,1200,1,3,差し,18.33333,5.666663788,0.271534044,0.319746377,0.30120319,1.03E-01,0.117007105,4,カテゴリ3,12,-6.33333
241110R11,8,盛岡,ダ,1200,2,1,差し,19,6.333333788,0.407633183,0.338768116,0.30120319,1.03E-01,1.18E-01,1,カテゴリ1,37,18
241110R11,8,盛岡,ダ,1200,3,5,差し,15.66667,3.000003788,0.218616567,0.317117117,0.30120319,1.03E-01,0.113173787,2,カテゴリ2,34,18.33333
241110R11,8,盛岡,ダ,1200,4,4,差し,3.333333,-9.333333213,0.30958013,0.309694794,0.30120319,1.03E-01,1.17E-01,3,カテゴリ2,22,18.666667
241110R11,8,盛岡,ダ,1200,5,7,先行,9,-3.666666213,0.247455944,0.3208,3.82E-01,2.81E-01,1.78E-01,5,カテゴリ3,12,3
241110R11,8,盛岡,ダ,1200,6,6,差し,16.33333,3.666663788,0.194384449,0.325452017,0.30120319,1.03E-01,1.23E-01,8,カテゴリ3,-14,-30.33333
241110R11,8,盛岡,ダ,1200,7,8,差し,-0.3333333,-12.99999951,0.2715341,0.291386683,3.01E-01,1.03E-01,1.17E-01,7,カテゴリ3,-9,-8.6666667
241110R11,8,盛岡,ダ,1200,8,2,差し,20,7.333333788,0.27582017,0.294217687,3.01E-01,1.03E-01,1.41E-01,6,カテゴリ3,5,-15
241110Z04,8,金沢,ダ,1500,1,4,差し,20,8.83333425,0.270018622,0.301097973,0.3625791,1.06E-01,1.17E-01,5,カテゴリ3,14,-6
241110Z04,8,金沢,ダ,1500,2,1,差し,33.33333,22.16666425,0.466070703,0.324746622,0.3625791,1.06E-01,1.18E-01,1,カテゴリ1,38,4.66667
241110Z04,8,金沢,ダ,1500,3,8,追込,-9,-20.16666575,0.32642487,0.325591216,0.22723824,1.06E-01,8.31E-02,7,カテゴリ3,5,14
241110Z04,8,金沢,ダ,1500,4,2,追込,37,25.83333425,0.364767255,0.350929054,0.22723824,1.06E-01,1.01E-01,2,カテゴリ2,32,-5
241110Z04,8,金沢,ダ,1500,5,5,差し,4.333333,-6.83333275,0.207631874,0.361920394,0.3625791,1.06E-01,1.29E-01,4,カテゴリ3,20,15.666667
241110Z04,8,金沢,ダ,1500,6,7,差し,3.333333,-7.83333275,0.238594891,0.318060328,0.3625791,1.06E-01,1.23E-01,6,カテゴリ3,7,3.666667
241110Z04,8,金沢,ダ,1500,7,3,先行,19,7.83333425,0.294014085,0.322116955,0.445573909,2.56E-01,1.88E-01,3,カテゴリ2,21,2
241110Z04,8,金沢,ダ,1500,8,6,追込,-18.66667,-29.83333575,0.281026253,0.343918344,0.22723824,1.06E-01,9.63E-02,8,カテゴリ3,-34,-15.33333
241110Z06,8,金沢,ダ,1500,1,1,差し,40,20.52083213,0.344506518,0.301097973,0.3625791,1.25E-01,1.17E-01,1,カテゴリ1,51,11
241110Z06,8,金沢,ダ,1500,2,7,差し,2.333333,-17.14583488,0.425389755,0.324746622,0.3625791,1.25E-01,1.18E-01,7,カテゴリ3,14,11.666667
241110Z06,8,金沢,ダ,1500,3,2,差し,38.5,19.02083213,0.32642487,0.325591216,0.3625791,1.25E-01,1.13E-01,2,カテゴリ2,50,11.5
241110Z06,8,金沢,ダ,1500,4,5,差し,10,-9.479167875,0.294014085,0.350929054,0.3625791,1.25E-01,1.17E-01,5,カテゴリ3,32,22
241110Z06,8,金沢,ダ,1500,5,8,追込,-11.33333,-30.81249788,0.364767255,0.361920394,0.22723824,1.25E-01,1.01E-01,8,カテゴリ3,-5,6.33333
