レースID,頭数,競馬場,グラウンド,距離,馬番,単勝人気,展開予想,直近タイム指数平均1,差_直近タイム指数平均1_レース平均値,騎手複勝率,条件複勝率1,条件複勝率2,条件複勝率4,条件優勝率1,着番,着番カテゴリ,タイム指数,差_タイム指数_直近ベストタイム指数平均1
230101C09,8,高知,ダ,1400,1,2,差し,43,6.58333375,0.468965517,3.20E-01,0.318990065,9.81E-02,1.17E-01,3,カテゴリ2,43,0
230101C09,8,高知,ダ,1400,2,7,差し,12.66667,-23.74999625,0.213182286,0.289703316,0.318990065,9.81E-02,1.18E-01,8,カテゴリ3,19,6.33333
230101C09,8,高知,ダ,1400,3,6,差し,23.66667,-12.74999625,0.585441404,0.301570681,0.318990065,9.81E-02,1.13E-01,6,カテゴリ3,39,15.33333
230101C09,8,高知,ダ,1400,4,4,差し,36.33333,-0.08333625,0.284084427,0.283420593,0.318990065,9.81E-02,1.17E-01,5,カテゴリ3,41,4.66667
230101C09,8,高知,ダ,1400,5,3,差し,56.33333,19.91666375,0.458850056,0.276788161,3.19E-01,9.81E-02,1.29E-01,4,カテゴリ3,42,-14.33333
230101C09,8,高知,ダ,1400,6,8,追込,28.33333,-8.08333625,0.337373737,0.273030231,0.177346278,9.81E-02,9.48E-02,7,カテゴリ3,30,1.66667
230101C09,8,高知,ダ,1400,7,5,差し,39.66667,3.25000375,0.261243386,0.279031256,0.318990065,9.81E-02,1.17E-01,2,カテゴリ2,43,3.33333
230101C09,8,高知,ダ,1400,8,1,先行,51.33333,14.91666375,0.549426934,3.09E-01,4.10E-01,3.13E-01,1.96E-01,1,カテゴリ1,49,-2.33333
230101C10,8,高知,ダ,1400,1,3,差し,15.66667,-12.9999975,0.351720371,0.319720768,3.19E-01,9.81E-02,1.17E-01,1,カテゴリ1,53,37.33333
230101C10,8,高知,ダ,1400,2,4,差し,30.66667,2.0000025,0.182807399,2.90E-01,0.318990065,9.81E-02,1.18E-01,2,カテゴリ2,46,15.33333
230101C10,8,高知,ダ,1400,3,8,先行,19.66667,-8.9999975,0.145746165,0.301570681,4.10E-01,3.13E-01,1.77E-01,6,カテゴリ3,25,5.33333
230101C10,8,高知,ダ,1400,4,6,追込,26.66667,-1.9999975,0.261243386,0.283420593,1.77E-01,9.81E-02,1.01E-01,4,カテゴリ3,39,12.33333
230101C10,8,高知,ダ,1400,5,1,差し,45.33333,16.6666625,0.403915507,0.276788161,0.318990065,9.81E-02,1.29E-01,3,カテゴリ2,46,0.66667
230101C10,8,高知,ダ,1400,6,5,差し,27,-1.6666675,0.284084427,0.273030231,0.318990065,9.81E-02,1.23E-01,5,カテゴリ3,37,10
230101C10,8,高知,ダ,1400,7,2,差し,34.33333,5.6666625,0.468965517,0.279031256,3.19E-01,9.81E-02,1.17E-01,8,カテゴリ3,18,-16.33333
230101C10,8,高知,ダ,1400,8,7,追込,30,1.3333325,0.211802749,0.309252939,0.177346278,9.81E-02,9.63E-02,7,カテゴリ3,18,-12
230103G02,8,佐賀,ダ,1300,1,4,追込,4.666667,-6.687498913,0.334482759,2.84E-01,0.195517774,1.25E-01,8.05E-02,2,カテゴリ2,31,26.333333
230103G02,8,佐賀,ダ,1300,2,5,差し,12.33333,0.979164087,0.250434783,0.291365171,0.320013661,1.25E-01,1.18E-01,5,カテゴリ3,2,-10.33333
230103G02,8,佐賀,ダ,1300,3,6,追込,-0.6666667,-12.02083261,0.379518072,0.293777135,1.96E-01,1.25E-01,8.31E-02,6,カテゴリ3,1,1.6666667
230103G02,8,佐賀,ダ,1300,4,8,追込,2,-9.354165913,0.241851107,3.03E-01,0.195517774,1.25E-01,1.01E-01,8,カテゴリ3,-22,-24
230103G02,8,佐賀,ダ,1300,5,7,追込,6.5,-4.854165913,0.239190432,0.287157895,0.195517774,1.25E-01,1.01E-01,7,カテゴリ3,-22,-28.5
230103G02,8,佐賀,ダ,1300,6,3,差し,7.666667,-3.687498913,0.248534584,0.274593064,3.20E-01,1.25E-01,1.23E-01,4,カテゴリ3,9,1.333333
230103G02,8,佐賀,ダ,1300,7,1,差し,44,32.64583409,0.462016245,0.298633324,0.320013661,1.25E-01,1.17E-01,1,カテゴリ1,35,-9
230103G02,8,佐賀,ダ,1300,8,2,差し,14.33333,2.979164088,0.260807938,0.314293235,3.20E-01,1.25E-01,1.41E-01,3,カテゴリ2,13,-1.33333
230104D11,8,園田,ダ,1400,1,6,差し,36,-8.0208325,0.209936678,0.302216834,0.32845708,1.05E-01,1.17E-01,6,カテゴリ3,46,10
230104D11,8,園田,ダ,1400,2,5,追込,44.33333,0.3124975,0.347730139,3.05E-01,1.71E-01,1.05E-01,8.21E-02,3,カテゴリ2,50,5.66667
230104D11,8,園田,ダ,1400,3,4,先行,48.5,4.4791675,0.290345821,0.304641496,4.14E-01,1.85E-01,1.77E-01,5,カテゴリ3,46,-2.5
230104D11,8,園田,ダ,1400,4,3,差し,56,11.9791675,0.348251029,0.310876342,0.32845708,1.05E-01,1.17E-01,8,カテゴリ3,44,-12
230104D11,8,園田,ダ,1400,5,8,追込,28.66667,-15.3541625,0.279593319,0.283309144,0.170774888,1.05E-01,1.01E-01,7,カテゴリ3,45,16.33333
230104D11,8,園田,ダ,1400,6,2,先行,47.33333,3.3124975,0.218325792,0.280246741,0.413513142,1.85E-01,2.08E-01,2,カテゴリ2,56,8.66667
230104D11,8,園田,ダ,1400,7,7,追込,44.33333,0.3124975,0.468703205,0.292296975,1.71E-01,1.05E-01,9.24E-02,4,カテゴリ3,48,3.66667
230104D11,8,園田,ダ,1400,8,1,差し,47,2.9791675,0.457553957,3.16E-01,3.28E-01,1.05E-01,1.41E-01,1,カテゴリ1,57,10
230109C03,8,高知,ダ,1300,1,7,差し,-6.666667,-28.91666613,0.211802749,0.276679842,0.31531176,8.93E-02,1.17E-01,6,カテゴリ3,24,30.666667
230109C03,8,高知,ダ,1300,2,2,差し,35,12.75000088,0.468965517,0.295125165,0.31531176,8.93E-02,1.18E-01,2,カテゴリ2,48,13
230109C03,8,高知,ダ,1300,3,4,差し,20,-2.249999125,0.337373737,3.05E-01,0.31531176,8.93E-02,1.13E-01,5,カテゴリ3,25,5
230109C03,8,高知,ダ,1300,4,3,差し,31.33333,9.083330875,0.284084427,0.285902503,0.31531176,8.93E-02,1.17E-01,3,カテゴリ2,47,15.66667
230109C03,8,高知,ダ,1300,5,5,差し,17.33333,-4.916669125,0.278289117,0.295053004,0.31531176,8.93E-02,1.29E-01,7,カテゴリ3,20,2.66667
230109C03,8,高知,ダ,1300,6,6,差し,20.33333,-1.916669125,0.152086907,0.271634615,0.31531176,8.93E-02,1.23E-01,4,カテゴリ3,29,8.66667
230109C03,8,高知,ダ,1300,7,8,追込,17,-5.249999125,0.129317269,0.29225169,0.177684618,8.93E-02,9.24E-02,8,カテゴリ3,13,-4
230109C03,8,高知,ダ,1300,8,1,逃げ,43.66667,21.41667088,0.585441404,0.308597502,0.453164557,3.75E-01,1.90E-01,1,カテゴリ1,53,9.33333
230109C08,8,高知,ダ,1400,1,8,差し,37.33333,1.45833125,0.302769819,0.319720768,0.318990065,1.25E-01,1.17E-01,8,カテゴリ3,11,-26.33333
230109C08,8,高知,ダ,1400,2,3,差し,39,3.12500125,0.468965517,0.289703316,3.19E-01,1.25E-01,1.18E-01,4,カテゴリ3,40,1
230109C08,8,高知,ダ,1400,3,4,追込,41,5.12500125,0.403915507,3.02E-01,0.177346278,1.25E-01,8.31E-02,2,カテゴリ2,51,10
230109C08,8,高知,ダ,1400,4,5,差し,34.33333,-1.54166875,3.29E-01,0.283420593,0.318990065,1.25E-01,1.17E-01,6,カテゴリ3,23,-11.33333
230109C08,8,高知,ダ,1400,5,7,追込,28.33333,-7.54166875,0.549426934,0.276788161,0.177346278,1.25E-01,1.01E-01,3,カテゴリ2,47,18.66667
230109C08,8,高知,ダ,1400,6,2,差し,27.33333,-8.54166875,0.458850056,0.273030231,0.318990065,1.25E-01,1.23E-01,5,カテゴリ3,31,3.66667
230109C08,8,高知,ダ,1400,7,6,差し,29.66667,-6.20832875,0.337373737,0.279031256,0.318990065,1.25E-01,1.17E-01,7,カテゴリ3,15,-14.66667
230109C08,8,高知,ダ,1400,8,1,差し,50,14.12500125,0.585441404,3.09E-01,0.318990065,1.25E-01,1.41E-01,1,カテゴリ1,57,7
230110M03,8,笠松,ダ,1400,1,3,差し,35,17.33333413,0.475334018,0.316118048,0.383202547,1.25E-01,1.17E-01,3,カテゴリ2,25,-10
230110M03,8,笠松,ダ,1400,2,5,差し,15.33333,-2.333335875,0.31897712,0.328320091,0.383202547,1.25E-01,1.18E-01,5,カテゴリ3,15,-0.33333
230110M03,8,笠松,ダ,1400,3,1,差し,29,11.33333413,0.464390818,0.347048808,3.83E-01,1.25E-01,1.13E-01,1,カテゴリ1,32,3
230110M03,8,笠松,ダ,1400,4,7,差し,3.333333,-14.33333288,0.282477341,0.345346198,0.383202547,1.25E-01,1.17E-01,6,カテゴリ3,10,6.666667
230110M03,8,笠松,ダ,1400,5,8,差し,2.666667,-14.99999888,9.62E-02,0.359923768,0.383202547,1.25E-01,1.29E-01,7,カテゴリ3,1,-1.666667
230110M03,8,笠松,ダ,1400,6,6,差し,4.666667,-12.99999888,0.214761661,0.349865229,0.383202547,1.25E-01,1.23E-01,8,カテゴリ3,-16,-20.666667
230110M03,8,笠松,ダ,1400,7,2,差し,32,14.33333413,2.05E-01,0.344083527,0.383202547,1.25E-01,1.17E-01,4,カテゴリ3,16,-16
230110M03,8,笠松,ダ,1400,8,4,差し,19.33333,1.666664125,0.270053476,0.35521405,0.383202547,1.25E-01,1.41E-01,2,カテゴリ2,31,11.66667
230110M05,8,笠松,ダ,1400,1,2,先行,32.33333,14.16666463,0.517793103,0.316118048,0.483471074,1.78E-01,1.63E-01,3,カテゴリ2,30,-2.33333
230110M05,8,笠松,ダ,1400,2,6,差し,24.33333,6.166664625,2.82E-01,0.328320091,0.383202547,9.31E-02,1.18E-01,5,カテゴリ3,25,0.66667
230110M05,8,笠松,ダ,1400,3,4,差し,30.33333,12.16666463,0.270053476,0.347048808,3.83E-01,9.31E-02,1.13E-01,2,カテゴリ2,31,0.66667
230110M05,8,笠松,ダ,1400,4,8,追込,-5.666667,-23.83333238,0.250856751,0.345346198,2.26E-01,9.31E-02,1.01E-01,7,カテゴリ3,-10,-4.333333
230110M05,8,笠松,ダ,1400,5,1,先行,35.33333,17.16666463,0.464390818,0.359923768,4.83E-01,1.78E-01,1.78E-01,1,カテゴリ1,42,6.66667
230110M05,8,笠松,ダ,1400,6,3,先行,17,-1.166665375,0.214939024,3.50E-01,4.83E-01,1.78E-01,2.08E-01,4,カテゴリ3,28,11
230110M05,8,笠松,ダ,1400,7,7,追込,-14.33333,-32.49999538,0.168154762,0.344083527,0.226287263,9.31E-02,9.24E-02,8,カテゴリ3,-15,-0.66667
230110M05,8,笠松,ダ,1400,8,5,差し,26,7.833334625,0.11637931,0.35521405,3.83E-01,9.31E-02,1.41E-01,6,カテゴリ3,17,-9
230110M08,8,笠松,ダ,1400,1,8,追込,12,0.04166675,0.31897712,3.16E-01,0.226287263,1.02E-01,8.05E-02,6,カテゴリ3,8,-4
230110M08,8,笠松,ダ,1400,2,3,差し,16.33333,4.37499675,0.29,0.328320091,0.383202547,1.02E-01,1.18E-01,2,カテゴリ2,33,16.66667
230110M08,8,笠松,ダ,1400,3,6,追込,9,-2.95833325,0.204608939,3.47E-01,2.26E-01,1.02E-01,8.31E-02,5,カテゴリ3,9,0
230110M08,8,笠松,ダ,1400,4,7,追込,9.333333,-2.62500025,0.350696992,0.345346198,0.226287263,1.02E-01,1.01E-01,4,カテゴリ3,13,3.666667
230110M08,8,笠松,ダ,1400,5,2,追込,27,15.04166675,0.250856751,0.359923768,2.26E-01,1.02E-01,1.01E-01,3,カテゴリ2,17,-10
230110M08,8,笠松,ダ,1400,6,1,差し,19.66667,7.70833675,0.381711409,0.349865229,0.383202547,1.02E-01,1.23E-01,1,カテゴリ1,35,15.33333
230110M08,8,笠松,ダ,1400,7,5,先行,-6.666667,-18.62500025,0.247735749,0.344083527,0.483471074,2.85E-01,1.88E-01,8,カテゴリ3,0,6.666667
230110M08,8,笠松,ダ,1400,8,4,差し,9,-2.95833325,0.374454829,0.35521405,0.383202547,1.02E-01,1.41E-01,7,カテゴリ3,5,-4
230110M09,8,笠松,ダ,1400,1,2,差し,58,13.95833375,9.62E-02,0.316118048,0.383202547,1.02E-01,1.17E-01,3,カテゴリ2,48,-10
230110M09,8,笠松,ダ,1400,2,3,差し,33.66667,-10.37499625,0.475334018,3.28E-01,0.383202547,1.02E-01,1.18E-01,2,カテゴリ2,51,17.33333
230110M09,8,笠松,ダ,1400,3,7,差し,46.33333,2.29166375,0.282477341,0.347048808,0.383202547,1.02E-01,1.13E-01,6,カテゴリ3,39,-7.33333
230110M09,8,笠松,ダ,1400,4,1,差し,42.33333,-1.70833625,0.334879099,0.345346198,0.383202547,1.02E-01,1.17E-01,1,カテゴリ1,51,8.66667
230110M09,8,笠松,ダ,1400,5,8,追込,37.66667,-6.37499625,0.391869919,3.60E-01,0.226287263,1.02E-01,1.01E-01,8,カテゴリ3,35,-2.66667
230110M09,8,笠松,ダ,1400,6,6,差し,40.66667,-3.37499625,0.374454829,3.50E-01,0.383202547,1.02E-01,1.23E-01,7,カテゴリ3,36,-4.66667
230110M09,8,笠松,ダ,1400,7,5,差し,47.33333,3.29166375,0.180232558,3.44E-01,0.383202547,1.02E-01,1.17E-01,5,カテゴリ3,39,-8.33333
230110M09,8,笠松,ダ,1400,8,4,先行,46.33333,2.29166375,0.204608939,0.35521405,0.483471074,2.85E-01,1.96E-01,4,カテゴリ3,43,-3.33333
230110C08,8,高知,ダ,1400,1,8,差し,26.33333,-8.79167125,0.211802749,3.20E-01,0.318990065,9.29E-02,1.17E-01,8,カテゴリ3,28,1.66667
230110C08,8,高知,ダ,1400,2,7,差し,34.66667,-0.45833125,0.152086907,0.289703316,0.318990065,9.29E-02,1.18E-01,6,カテゴリ3,33,-1.66667
230110C08,8,高知,ダ,1400,3,3,差し,34.66667,-0.45833125,0.468965517,0.301570681,0.318990065,9.29E-02,1.13E-01,1,カテゴリ1,46,11.33333
230110C08,8,高知,ダ,1400,4,1,先行,45.66667,10.54166875,0.549426934,0.283420593,0.409583108,2.21E-01,1.80E-01,2,カテゴリ2,44,-1.66667
230110C08,8,高知,ダ,1400,5,5,差し,38,2.87499875,0.261243386,0.276788161,0.318990065,9.29E-02,1.29E-01,3,カテゴリ2,41,3
230110C08,8,高知,ダ,1400,6,4,差し,39,3.87499875,0.213182286,0.273030231,0.318990065,9.29E-02,1.23E-01,5,カテゴリ3,38,-1
230110C08,8,高知,ダ,1400,7,6,差し,35,-0.12500125,0.182807399,2.79E-01,0.318990065,9.29E-02,1.17E-01,4,カテゴリ3,41,6
230110C08,8,高知,ダ,1400,8,2,先行,27.66667,-7.45833125,0.351720371,0.309252939,0.409583108,2.21E-01,1.96E-01,7,カテゴリ3,31,3.33333
230111M02,8,笠松,ダ,1400,1,4,差し,16.66667,-4.58333125,2.05E-01,0.316118048,0.383202547,1.02E-01,1.17E-01,8,カテゴリ3,-3,-19.66667
230111M02,8,笠松,ダ,1400,2,5,先行,17.66667,-3.58333125,0.250856751,0.328320091,0.483471074,2.85E-01,1.73E-01,5,カテゴリ3,8,-9.66667
230111M02,8,笠松,ダ,1400,3,7,追込,19,-2.25000125,0.11637931,3.47E-01,0.226287263,1.02E-01,8.31E-02,4,カテゴリ3,14,-5
230111M02,8,笠松,ダ,1400,4,1,差し,22.66667,1.41666875,0.391869919,0.345346198,3.83E-01,1.02E-01,1.17E-01,2,カテゴリ2,25,2.33333
230111M02,8,笠松,ダ,1400,5,2,差し,33.66667,12.41666875,0.475334018,0.359923768,0.383202547,1.02E-01,1.29E-01,1,カテゴリ1,26,-7.66667
230111M02,8,笠松,ダ,1400,6,6,追込,18,-3.25000125,0.374454829,0.349865229,0.226287263,1.02E-01,9.48E-02,6,カテゴリ3,3,-15
230111M02,8,笠松,ダ,1400,7,8,追込,11.33333,-9.91667125,0.31897712,0.344083527,0.226287263,1.02E-01,9.24E-02,7,カテゴリ3,0,-11.33333
230111M02,8,笠松,ダ,1400,8,3,差し,31,9.74999875,0.464390818,3.55E-01,0.383202547,1.02E-01,1.41E-01,3,カテゴリ2,22,-9
230111M03,8,笠松,ダ,1400,1,1,差し,43,23.41666663,0.464390818,3.16E-01,0.383202547,1.02E-01,1.17E-01,1,カテゴリ1,39,-4
230111M03,8,笠松,ダ,1400,2,2,先行,21.33333,1.749996625,0.391869919,3.28E-01,0.483471074,2.85E-01,1.73E-01,3,カテゴリ2,25,3.66667
230111M03,8,笠松,ダ,1400,3,6,追込,15,-4.583333375,0.218689163,0.347048808,0.226287263,1.02E-01,8.31E-02,5,カテゴリ3,16,1
230111M03,8,笠松,ダ,1400,4,4,差し,20.66667,1.083336625,0.180232558,0.345346198,0.383202547,1.02E-01,1.17E-01,2,カテゴリ2,29,8.33333
230111M03,8,笠松,ダ,1400,5,5,追込,22.66667,3.083336625,0.204608939,0.359923768,0.226287263,1.02E-01,1.01E-01,7,カテゴリ3,13,-9.66667
230111M03,8,笠松,ダ,1400,6,7,追込,5.666667,-13.91666638,0.270053476,0.349865229,0.226287263,1.02E-01,9.48E-02,8,カテゴリ3,-11,-16.666667
230111M03,8,笠松,ダ,1400,7,8,追込,11.33333,-8.250003375,9.62E-02,0.344083527,0.226287263,1.02E-01,9.24E-02,4,カテゴリ3,18,6.66667
230111M03,8,笠松,ダ,1400,8,3,追込,17,-2.583333375,0.475334018,3.55E-01,0.226287263,1.02E-01,9.63E-02,6,カテゴリ3,13,-4
230111M08,8,笠松,ダ,1400,1,3,追込,35,7.91666625,0.381711409,3.16E-01,2.26E-01,1.25E-01,8.05E-02,6,カテゴリ3,19,-16
230111M08,8,笠松,ダ,1400,2,2,追込,41.33333,14.24999625,0.31897712,0.328320091,2.26E-01,1.25E-01,8.21E-02,1,カテゴリ1,44,2.66667
230111M08,8,笠松,ダ,1400,3,1,差し,39,11.91666625,0.464390818,0.347048808,0.383202547,1.25E-01,1.13E-01,2,カテゴリ2,43,4
230111M08,8,笠松,ダ,1400,4,8,差し,29.33333,2.24999625,0.123691722,0.345346198,0.383202547,1.25E-01,1.17E-01,3,カテゴリ2,29,-0.33333
230111M08,8,笠松,ダ,1400,5,4,差し,2,-25.08333375,0.250856751,0.359923768,0.383202547,1.25E-01,1.29E-01,5,カテゴリ3,25,23
230111M08,8,笠松,ダ,1400,6,6,差し,12.66667,-14.41666375,0.517793103,3.50E-01,3.83E-01,1.25E-01,1.23E-01,8,カテゴリ3,-11,-23.66667
230111M08,8,笠松,ダ,1400,7,7,差し,28.66667,1.58333625,0.282477341,0.344083527,0.383202547,1.25E-01,1.17E-01,7,カテゴリ3,17,-11.66667
230111M08,8,笠松,ダ,1400,8,5,差し,28.66667,1.58333625,2.70E-01,0.35521405,0.383202547,1.25E-01,1.41E-01,4,カテゴリ3,25,-3.66667
230111C03,8,高知,ダ,1600,1,6,追込,1,-7.958332,0.403915507,0.348692403,0.221871714,1.22E-01,8.05E-02,4,カテゴリ3,5,4
230111C03,8,高知,ダ,1600,2,2,追込,26,17.041668,0.468965517,3.52E-01,0.221871714,1.22E-01,8.21E-02,2,カテゴリ2,17,-9
230111C03,8,高知,ダ,1600,3,8,追込,-12.66667,-21.625002,0.44549763,0.337484433,0.221871714,1.22E-01,8.31E-02,6,カテゴリ3,-11,1.66667
230111C03,8,高知,ダ,1600,4,3,差し,21,12.041668,1.46E-01,0.310087173,0.352392947,1.22E-01,1.17E-01,3,カテゴリ2,14,-7
230111C03,8,高知,ダ,1600,5,1,差し,45.33333,36.374998,0.329346826,0.347447073,0.352392947,1.22E-01,1.29E-01,1,カテゴリ1,18,-27.33333
230111C03,8,高知,ダ,1600,6,5,差し,-10.66667,-19.625002,0.302769819,0.313447927,0.352392947,1.22E-01,1.23E-01,8,カテゴリ3,-17,-6.33333
230111C03,8,高知,ダ,1600,7,7,追込,-5.666667,-14.624999,0.211802749,2.94E-01,0.221871714,1.22E-01,9.24E-02,5,カテゴリ3,-4,1.666667
230111C03,8,高知,ダ,1600,8,4,先行,7.333333,-1.624999,0.278289117,0.300542215,0.408713693,1.43E-01,1.96E-01,7,カテゴリ3,-15,-22.333333
230112M01,8,笠松,ダ,1400,1,8,追込,-12.33333,-18.04166413,0.250856751,0.316118048,0.226287263,1.25E-01,8.05E-02,7,カテゴリ3,-8,4.33333
230112M01,8,笠松,ダ,1400,2,1,差し,26.66667,20.95833588,0.374454829,0.328320091,0.383202547,1.25E-01,1.18E-01,1,カテゴリ1,20,-6.66667
230112M01,8,笠松,ダ,1400,3,3,差し,10,4.291665875,0.310935441,3.47E-01,0.383202547,1.25E-01,1.13E-01,5,カテゴリ3,4,-6
230112M01,8,笠松,ダ,1400,4,2,差し,-11,-16.70833413,0.475334018,0.345346198,3.83E-01,1.25E-01,1.17E-01,2,カテゴリ2,14,25
230112M01,8,笠松,ダ,1400,5,5,差し,12.33333,6.624995875,0.214761661,0.359923768,0.383202547,1.25E-01,1.29E-01,4,カテゴリ3,7,-5.33333
230112M01,8,笠松,ダ,1400,6,7,差し,5,-0.708334125,0.240947992,0.349865229,3.83E-01,1.25E-01,1.23E-01,8,カテゴリ3,-8,-13
230112M01,8,笠松,ダ,1400,7,4,差し,16.66667,10.95833588,9.62E-02,0.344083527,3.83E-01,1.25E-01,1.17E-01,3,カテゴリ2,9,-7.66667
230112M01,8,笠松,ダ,1400,8,6,追込,-1.666667,-7.375001125,0.270053476,0.35521405,0.226287263,1.25E-01,9.63E-02,6,カテゴリ3,-6,-4.333333
230112M02,8,笠松,ダ,1400,1,3,差し,43,14.75000125,0.374454829,0.316118048,3.83E-01,1.25E-01,1.17E-01,8,カテゴリ3,8,-35
230112M02,8,笠松,ダ,1400,2,5,差し,24,-4.24999875,0.381711409,0.328320091,0.383202547,1.25E-01,1.18E-01,3,カテゴリ2,40,16
230112M02,8,笠松,ダ,1400,3,2,差し,39,10.75000125,0.247735749,0.347048808,0.383202547,1.25E-01,1.13E-01,2,カテゴリ2,41,2
230112M02,8,笠松,ダ,1400,4,1,差し,16.33333,-11.91666875,0.282477341,0.345346198,0.383202547,1.25E-01,1.17E-01,1,カテゴリ1,51,34.66667
230112M02,8,笠松,ダ,1400,5,7,追込,31.33333,3.08333125,0.29,0.359923768,2.26E-01,1.25E-01,1.01E-01,4,カテゴリ3,40,8.66667
230112M02,8,笠松,ダ,1400,6,8,差し,25.33333,-2.91666875,0.31897712,0.349865229,0.383202547,1.25E-01,1.23E-01,7,カテゴリ3,15,-10.33333
230112M02,8,笠松,ダ,1400,7,4,差し,24,-4.24999875,0.350696992,0.344083527,3.83E-01,1.25E-01,1.17E-01,5,カテゴリ3,38,14
230112M02,8,笠松,ダ,1400,8,6,差し,23,-5.24999875,9.62E-02,0.35521405,0.383202547,1.25E-01,1.41E-01,6,カテゴリ3,22,-1
230112M04,8,笠松,ダ,1400,1,6,差し,38.66667,7.91666875,0.250856751,0.316118048,0.383202547,1.25E-01,1.17E-01,8,カテゴリ3,36,-2.66667
230112M04,8,笠松,ダ,1400,2,4,差し,20.66667,-10.08333125,0.391869919,0.328320091,0.383202547,1.25E-01,1.18E-01,2,カテゴリ2,38,17.33333
230112M04,8,笠松,ダ,1400,3,3,差し,37,6.24999875,0.282477341,0.347048808,0.383202547,1.25E-01,1.13E-01,3,カテゴリ2,38,1
230112M04,8,笠松,ダ,1400,4,2,差し,28.66667,-2.08333125,0.381711409,0.345346198,0.383202547,1.25E-01,1.17E-01,6,カテゴリ3,36,7.33333
230112M04,8,笠松,ダ,1400,5,1,差し,34,3.24999875,0.374454829,3.60E-01,0.383202547,1.25E-01,1.29E-01,1,カテゴリ1,39,5
230112M04,8,笠松,ダ,1400,6,7,差し,28.33333,-2.41667125,0.350696992,0.349865229,0.383202547,1.25E-01,1.23E-01,7,カテゴリ3,36,7.66667
230112M04,8,笠松,ダ,1400,7,5,追込,34,3.24999875,0.270053476,3.44E-01,0.226287263,1.25E-01,9.24E-02,5,カテゴリ3,37,3
230112M04,8,笠松,ダ,1400,8,8,差し,24.66667,-6.08333125,0.31897712,0.35521405,0.383202547,1.25E-01,1.41E-01,4,カテゴリ3,37,12.33333
230112M07,8,笠松,ダ,1400,1,8,差し,33.66667,-6.16666375,0.270053476,0.316118048,0.383202547,1.25E-01,1.17E-01,8,カテゴリ3,24,-9.66667
230112M07,8,笠松,ダ,1400,2,3,差し,44.66667,4.83333625,0.282477341,0.328320091,0.383202547,1.25E-01,1.18E-01,2,カテゴリ2,55,10.33333
230112M07,8,笠松,ダ,1400,3,4,差し,42.33333,2.49999625,0.310935441,0.347048808,0.383202547,1.25E-01,1.13E-01,3,カテゴリ2,43,0.66667
230112M07,8,笠松,ダ,1400,4,1,差し,53,13.16666625,0.391869919,0.345346198,0.383202547,1.25E-01,1.17E-01,1,カテゴリ1,56,3
230112M07,8,笠松,ダ,1400,5,5,追込,26,-13.83333375,0.475334018,3.60E-01,0.226287263,1.25E-01,1.01E-01,4,カテゴリ3,34,8
230112M07,8,笠松,ダ,1400,6,6,差し,40.66667,0.83333625,0.31897712,3.50E-01,0.383202547,1.25E-01,1.23E-01,6,カテゴリ3,34,-6.66667
230112M07,8,笠松,ダ,1400,7,7,追込,38.33333,-1.50000375,0.204608939,3.44E-01,0.226287263,1.25E-01,9.24E-02,7,カテゴリ3,33,-5.33333
230112M07,8,笠松,ダ,1400,8,2,差し,40,0.16666625,0.464390818,3.55E-01,0.383202547,1.25E-01,1.41E-01,5,カテゴリ3,34,-6
230112M08,8,笠松,ダ,1600,1,7,追込,13,-22.7083325,0.345468053,0.306317044,0.216161616,1.25E-01,8.05E-02,8,カテゴリ3,25,12
230112M08,8,笠松,ダ,1600,2,8,追込,34.33333,-1.3750025,0.29,0.31466031,0.216161616,1.25E-01,8.21E-02,4,カテゴリ3,35,0.66667
230112M08,8,笠松,ダ,1600,3,4,差し,34,-1.7083325,0.381711409,0.339690107,0.380526919,1.25E-01,1.13E-01,5,カテゴリ3,30,-4
230112M08,8,笠松,ダ,1600,4,1,追込,47,11.2916675,2.15E-01,0.371871275,2.16E-01,1.25E-01,1.01E-01,7,カテゴリ3,28,-19
230112M08,8,笠松,ダ,1600,5,5,差し,43.66667,7.9583375,0.270053476,0.330154946,0.380526919,1.25E-01,1.29E-01,3,カテゴリ2,38,-5.66667
230112M08,8,笠松,ダ,1600,6,3,追込,43.33333,7.6249975,0.475334018,3.74E-01,2.16E-01,1.25E-01,9.48E-02,1,カテゴリ1,46,2.66667
230112M08,8,笠松,ダ,1600,7,2,追込,48.33333,12.6249975,0.247735749,0.357699805,0.216161616,1.25E-01,9.24E-02,2,カテゴリ2,46,-2.33333
230112M08,8,笠松,ダ,1600,8,6,差し,22,-13.7083325,0.31897712,0.36130742,0.380526919,1.25E-01,1.41E-01,6,カテゴリ3,29,7
230112D02,8,園田,ダ,1870,1,5,差し,5.333333,1.541667213,0.221413721,0.35971223,0.357816712,1.25E-01,1.17E-01,6,カテゴリ3,7,1.666667
230112D02,8,園田,ダ,1870,2,2,差し,16.33333,12.54166421,0.457553957,0.341726619,0.357816712,1.25E-01,1.18E-01,4,カテゴリ3,12,-4.33333
230112D02,8,園田,ダ,1870,3,3,差し,17.33333,13.54166421,0.378088578,3.67E-01,0.357816712,1.25E-01,1.13E-01,2,カテゴリ2,21,3.66667
230112D02,8,園田,ダ,1870,4,6,差し,4,0.208334213,0.287686997,0.352517986,0.357816712,1.25E-01,1.17E-01,8,カテゴリ3,3,-1
